N,P,K,temperature,humidity,ph,rainfall,label,soil_moisture
28,66,23,21.53989176,24.25386207,5.99616119,120.6913038,40,41.84606798972936
32,57,18,15.53834801,23.75560241,5.695422862999999,107.3850593,40,42.07804184737326
27,56,22,19.91853092,20.70099804,5.833010957999999,108.6434544,40,41.44480721151328
17,77,24,20.76952209,18.93146941,5.568456899,109.0193712,40,32.502411620942134
0,65,15,23.46168338,23.22197648,5.645435626,95.84253438,40,38.24099511149359
13,72,21,24.32116642,21.0278674,5.821194486,60.27552528,40,35.686671624418544
34,60,23,20.12574053,24.96969858,5.659254981,100.0497183,40,37.682577289632825
9,80,19,21.80619564,18.57086554,5.945465949,125.0972687,40,34.20736398648361
11,72,20,19.52226241,24.92607153,5.9511774520000005,113.334026,40,41.18939978001064
3,67,24,17.00067625,19.90790546,5.520880013999999,103.2926407,40,39.79707992987618
35,69,23,16.78791503,24.96881755,5.578410206,75.45328039,40,35.55144837272004
3,77,25,24.84906168,22.89464642,5.608165195,62.21292186,40,36.83010252978419
23,62,19,16.51783455,20.4555596,5.609435127999999,98.77794225,40,31.19643266510758
22,71,17,18.15300153,19.38602098,5.509295379,107.6907964,40,36.22529632211448
31,79,25,23.18864385,22.3104551,5.902033406,63.38208822,40,40.35174503118287
34,59,18,23.38002569,21.98879437,5.744117663,87.66898664,40,38.51146161354412
12,63,17,18.358923,19.37703396,5.717143397,138.414764,40,43.026435132805446
27,56,20,19.25975367,20.51346956,5.542690119,94.9533526,40,34.681421839172174
7,63,24,22.95458237,24.03553105,5.858617867,107.7315386,40,31.02979006414755
24,67,22,20.120043,22.89845607,5.618844277000001,104.6252153,40,44.419935216671895
11,71,24,21.14011423,22.7182355,5.6066203460000015,141.6056722,40,30.995832129596504
37,74,15,24.92360104,18.22590825,5.582178402,62.7089169,40,33.50219147740551
25,76,24,15.33042636,24.91506728,5.56503533,135.3315583,40,38.14940828255118
34,66,17,18.81097271,21.27833035,5.889614577000001,125.084915,40,37.91006409083056
20,69,15,23.44260668,22.77255917,5.934136378,107.4137246,40,32.397059374001856
37,65,16,22.8352024,18.97267518,5.683548308,63.59276673,40,30.834753505261776
18,74,15,24.9035819,22.27512704,5.70836603,146.4727237,40,42.71700879704544
4,67,25,23.78709569,24.35679348,5.948164454,119.6404412,40,43.27554370709443
37,56,25,22.05592283,19.60379304,5.774755143999999,126.7265372,40,36.47861936774919
5,59,15,18.87492997,20.18238348,5.97229163,134.1811718,40,43.95946017610061
11,61,21,18.62328774,23.02410338,5.532100554,135.33780330000002,40,38.51264258822961
22,80,20,23.00884744,18.86880997,5.669560726,100.118612,40,34.48369347338056
12,61,19,19.33162606,24.13995025,5.655726817000001,68.51253427,40,40.141301165568656
5,74,21,16.24469193,21.35793891,5.591704013999999,66.97053257,40,37.600856722498534
27,69,22,17.91652287,24.90814655,5.932323085,69.14681022,40,34.32611933310647
31,75,18,15.46789263,21.43780702,5.824208308999999,88.88796102,40,39.466369083683986
36,68,20,17.06104474,23.77201471,5.86442953,81.83420522,40,35.238359301591
5,65,16,21.32776028,18.48522915,5.866744372,109.1013261,40,41.45149913904313
32,79,15,23.90910104,20.74619325,5.706198621,81.60211243,40,36.99035276429033
11,78,22,23.89756791,22.74378977,5.940546818,112.6616435,40,44.61087052296894
0,55,22,22.98666928,20.57940608,5.916779289,143.85849380000005,40,44.86424575846509
14,59,15,21.35135729,22.91244883,5.779090476,146.4548645,40,31.764596281929187
29,68,23,24.1638445,19.27907819,5.82738029,116.7324324,40,35.23842753716187
32,68,19,24.62835037,18.18325169,5.514234138,149.7441028,40,43.4618671269149
17,64,17,21.02213209,24.93896255,5.662699104,124.6118471,40,35.37289639635183
13,69,19,17.30844532,20.01730914,5.86390397,115.199245,40,43.23366154866482
14,67,22,23.82576704,24.75485098,5.624690247999999,84.64143632,40,38.45339438923177
9,69,20,19.30607278,23.96362799,5.591560999,129.3449326,40,40.394902967593445
20,73,22,16.03768615,22.33195853,5.976312537999999,130.3900798,40,37.44474883629786
40,78,20,19.18572809,20.83398341,5.669236258,80.15293435,40,41.604427828055535
27,72,23,19.92889503,21.79992115,5.961934481,64.02640797,40,39.14248064593365
14,67,15,19.56376468,24.67385131,5.690065688,139.2921004,40,38.036783921628185
7,56,18,18.31357543,24.32991649,5.698371311,76.14153904,40,33.90478965027554
27,65,18,20.10993761,23.22323766,5.59503163,73.36386477,40,38.54217071041891
30,63,16,23.60506572,21.90539577,5.5259045260000015,100.5978728,40,43.697887186693166
37,70,25,19.73136909,24.89487354,5.819403771,84.06354115,40,36.00782151135166
27,63,19,20.93409877,21.1893007,5.562201934,133.1914419,40,33.52295451846601
22,60,24,18.78226261,20.24768314,5.630664753,104.2570723,40,42.794637308952
3,72,24,36.51268371,57.92887167,6.03160778,122.6539694,50,37.47446056516743
40,59,23,36.89163721,62.73178224,5.269084669,163.7266551,50,42.22673375269486
33,73,23,29.23540524,59.38967583,5.985792703,103.3301803,50,36.321444343116134
27,57,24,27.33534897,43.35795962,6.09186275,142.33036769999995,50,44.860551495511366
10,79,18,21.0643684,55.46985938,5.624731337999999,184.6226709,50,34.79889991301146
30,75,25,30.33276599,42.35249879,6.446091759,149.299952,50,30.02435279680784
40,70,20,31.80130272,45.03186173,5.623490042999999,147.03614419999997,50,43.63219255509019
38,55,19,33.18184225,38.23184742,5.864623352000001,198.8298806,50,42.02876179328018
35,58,20,29.38538562,63.47742011,5.761702519,90.05422663,50,36.35016309438267
38,61,21,30.27374995,67.38680755,4.696518678,127.7767134,50,36.99751974677742
33,58,24,35.45790488,68.75810535,5.269504214,108.6333046,50,34.6644721894565
16,56,17,33.80020039,40.03262418,7.445444882999999,176.6165894,50,42.078805958313545
31,72,17,28.69180475,49.47225353,5.833031707999999,96.36222901,50,31.15557079372892
16,80,20,31.24021696,56.67369054,7.3393209289999986,122.0146733,50,36.58666968494923
27,72,17,28.98039357,57.23265151,6.347929353,120.7435664,50,40.564349229237976
40,62,19,27.32198928,34.13737127,4.697750704,96.51524028,50,34.38183327809077
18,58,16,21.47607807,38.80023714,4.962661422,180.382234,50,30.267277283128177
3,68,16,18.31910448,34.69776639,4.964887857,107.4721605,50,30.05147268568365
26,67,24,36.97794384,37.73992903,5.642813116,161.48129630000005,50,32.26239673971269
16,70,20,24.80467592,40.1242747,5.6093956,121.5639121,50,31.871500935610033
24,63,19,19.3479443,55.96805489,4.681576043,194.5921148,50,34.117581162031414
9,76,25,28.88302142,50.12323801,5.70951224,179.2155874,50,35.72556936068777
16,55,19,19.54314136,47.19188279,6.413543781,192.4372194,50,34.26220333290159
28,75,21,24.7741949,50.54621094,6.007508163,114.2821387,50,31.70693988090104
16,71,24,18.33124824,38.40975482,4.946369874,139.64833169999997,50,33.62548487464422
24,70,21,19.14729038,45.3733757,5.517208078,132.7748215,50,35.08347510788554
38,72,21,28.23416057,49.4421345,5.902103172,186.5008581,50,32.16299631994431
9,66,21,30.11812084,34.13307843,5.719889876,157.0858232,50,32.23788773782783
34,56,17,33.4126864,35.42910045,4.548202098,139.6702541,50,44.43916398410876
1,76,19,24.18553163,46.68746847,6.6695294160000005,177.3377996,50,41.28521627321393
6,69,19,26.88630675,41.69617915,4.7509292180000005,94.46748008,50,42.08131184523041
26,73,21,31.33170829,57.97429171,4.946263888,161.7820226,50,37.08717932137311
27,61,18,33.30711818,67.07780816,5.266227032,108.5090168,50,40.52082336274005
27,71,23,23.45379018,46.48714759,7.10959773,150.87122019999995,50,43.72135276873273
36,61,21,34.53823889,39.04468913,5.617008201,168.5948318,50,35.15844280143673
17,73,18,19.50112224,34.51086611,5.632353113,197.3752649,50,37.78205859285693
26,72,22,28.76794904,37.57792132,4.674941549,91.72084869,50,41.606003258418255
17,64,16,30.97758716,32.24914235,7.161797643,180.716828,50,44.46767203251612
14,74,19,18.39759147,36.82639309,6.624966131,93.12330644,50,35.31730891681122
39,60,15,35.09357419,30.98685456,5.004074623999999,116.9106908,50,30.81412590637602
6,66,15,34.93174223,30.40046769,6.3458060110000005,159.2649827,50,33.236434452435745
8,59,18,29.50523036,35.72032498,6.216814453,187.8961851,50,30.417037941810786
2,67,18,34.51934775,47.52980027,5.921666758,129.0064612,50,37.1501368711381
1,76,17,28.43430726,52.10010827,6.012719118,147.0414824,50,43.61195414535671
16,73,19,18.41645629,34.80541039,4.684079249,163.27474730000003,50,37.38969291878523
23,75,25,31.07508973,47.19847683,7.077170002000001,91.31256412,50,35.842649730772656
32,70,20,20.89342749,46.24856523,6.208843215,195.5697875,50,40.3117096380804
28,59,22,30.90607799,52.79913039,7.05181629,170.99198280000005,50,39.254557159493764
5,62,23,27.9348279,66.45457122,4.722222454,145.3728801,50,38.43753966797272
36,67,25,35.95176642,36.52780776,6.418062652000001,136.0456753,50,32.26337612970918
1,66,23,19.54317155,56.92831399,4.803564468,173.1686574,50,35.11758599086004
24,73,20,19.63736208,32.31528909,4.608695247,176.4134092,50,36.46955973639585
17,67,18,31.2192752,56.46868874,5.611510977000001,129.20286529999998,50,36.521075272393844
5,55,18,33.50876355,45.70976142,7.322097972000001,126.6738117,50,44.72036736535197
5,56,24,24.80710166,45.01110015,5.023115055,188.4928637,50,42.49902911274657
37,77,17,36.20970524,31.94550613,5.617122801,191.0658531,50,30.382109243944715
13,73,20,30.50420876,35.48885969,5.391560417999999,162.59277230000004,50,43.87969618904671
6,63,23,26.01630259,49.94704718,5.906596905,160.33374469999995,50,36.24843780568152
16,77,22,31.48469278,35.6395615,6.574209678,100.546816,50,30.790525052504137
25,64,20,33.15122581,32.45974539,4.807776748999999,105.03802749999998,50,41.39673836196097
34,75,24,23.50222822,51.29019509,4.760038038999999,192.3023991,50,40.419904810986864
20,77,23,34.87248659,38.83786012,5.180271502,148.25027859999997,50,31.74850480714104
35,80,25,28.09269012,44.93322042,4.895927306,197.1144011,50,32.29455078253662
14,75,24,24.54757829,57.3414485,6.436160044,118.3606557,50,34.06592197062097
36,80,21,33.64769646,48.41490082,7.066087261,100.4673278,50,31.442954490147272
7,77,18,20.5591255,60.54880693,6.655918077999999,191.0895109,50,36.924607854061186
29,78,25,19.95991719,59.33157782,5.982854522999999,195.787103,50,44.14084100587203
30,60,21,28.87667593,62.4901206,5.457871272999999,182.2688175,50,35.71310296628433
20,74,16,36.04353699,43.61444121,4.759490199,159.8938645,50,39.43892221032348
19,57,23,23.6734328,47.2879691,7.342409555,141.12507219999995,50,36.19828112522073
3,60,19,25.74679443,40.7192594,4.820788186000001,100.7791633,50,42.70620999299716
5,77,19,31.08564994,66.68832981,6.242052013,175.9303271,50,30.994612326942743
5,68,20,18.72987676,61.33186249,5.001038726,139.8710041,50,44.99315988617044
37,73,21,29.50304807,63.46513414,5.560224582999999,189.5208915,50,42.287092834324135
9,59,24,20.43517772,39.37252634,4.747352458,137.22796619999997,50,40.90280983589324
20,72,15,36.00415838,56.01334416,7.313517308,134.8596466,50,32.47378362932743
31,56,23,31.46846241,35.39454002,5.661826398,174.5723999,50,33.62352100251504
0,70,21,36.30049702,56.03021253,4.672437054,101.6073988,50,37.41567727616353
21,74,15,29.49096726,67.10604388,6.471862118,153.2504506,50,42.458820616520526
13,67,18,30.5753044,34.75591197,5.384762927000001,177.5764304,50,37.68045708958204
27,74,20,24.69487673,59.96669215,5.8598134160000015,91.95792434,50,33.80913607239416
29,72,24,23.17409556,36.67847052,6.962386495,162.5931264,50,41.929664567181824
5,68,20,19.04380471,33.10695144,6.12166671,155.3705624,50,42.925782248839944
39,57,19,29.32379604,45.93248374,6.421748487,165.4113371,50,33.80069604011769
22,62,16,34.6455408,54.32342534,4.828936119,180.9009998,50,32.367433661387096
18,55,23,21.9989826,56.31006755,6.98571967,136.82743119999998,50,33.12022937921951
39,77,21,22.99774444,60.24218572,4.603563116,159.689339,50,40.656738835831796
13,75,20,30.55992394,35.29006485,6.979540061,178.8998611,50,30.02563518867177
27,71,24,31.46417866,48.17631461,7.064973419,165.40535400000005,50,42.68450568147722
26,64,22,25.95058595,40.58227261,5.16516459,109.1821183,50,43.69139168732748
23,55,16,21.01142393,69.69141302,5.111488821,185.2039114,50,40.498291607999974
4,69,19,19.25100056,47.70351758,5.374358869,149.063196,50,36.14226687065279
20,67,19,19.24462755,50.54495302,5.671419084,180.6465282,50,36.68669205744016
7,74,17,22.47253208,62.56532471,5.667419697000001,96.74706956,50,41.17801239528175
17,64,18,36.75087487,58.25799145,6.07938452,124.6028153,50,41.627497081156775
35,71,17,29.89286629,66.35375127,6.931924962999999,198.1403003,50,34.98146356057004
11,72,22,29.37735586,44.82294584,6.842744374,172.40168,50,44.18191462271285
20,60,22,29.65052947,42.89833235,6.876572502999999,186.9226052,50,34.16017675613155
10,71,18,19.54284889,66.34777265,6.151029296,173.11069819999997,50,37.94703814271611
33,61,24,20.04611791,48.93905624,4.567446499,122.4564203,50,35.84743422881262
3,49,18,27.91095209,64.70930606,3.692863601,32.67891866,60,39.93568452588419
22,59,23,27.32220619,51.27868781,4.371745575,36.5037914,60,40.603484072512664
36,58,25,28.66024187,59.3189118,8.399135957999999,36.92629678,60,30.089745845298026
4,43,18,29.02955344,61.09387478,8.840656256,72.98016599,60,34.90586664577739
29,54,16,27.78031515,54.65030015,8.153022903,32.05025323,60,43.413439514997165
32,43,22,31.99928579,54.1077461,5.270749441,71.6266696,60,30.10091066777048
14,55,15,27.33580911,55.27755933,8.050304395,73.44775287,60,30.899644976000808
5,35,20,28.92952635,53.57014709,9.679240873,66.35634104,60,37.23056789246967
25,57,24,27.65472156,58.59986279,6.974978386,36.94255012,60,38.14522394180423
11,53,24,28.52396666,55.77264351,7.39389918,61.32935611,60,44.71264632454752
40,49,17,31.02215872,45.89239456,6.68727523,53.56783314,60,42.95547570752133
38,56,25,25.74095321,45.38497051,7.88118645,67.43488235,60,43.04038776797686
27,43,23,31.70447482,56.85420099,5.875333778,44.94317432,60,30.096417046701543
24,38,22,24.47876451,58.51663927,8.202706015,34.96933295,60,41.5019737260443
23,45,21,31.46511256,51.79939437,8.985348193,74.44330654,60,38.49667190625636
29,57,20,25.60973447,50.7330069,5.87707519,53.39249517,60,43.69517699688175
31,35,23,30.30260453,47.18283631,7.707595055,68.04039813,60,35.0783212827483
0,55,25,28.17489437,43.6672299,4.524171562,45.78172762,60,32.55458960625702
7,45,22,25.50634557,44.8302551,9.926212291,74.32635105,60,42.867948730506185
17,58,25,31.12896766,43.58788762,6.455592696,32.76742894,60,38.165683411885325
11,44,17,26.34043268,55.59160391,8.016210782,35.1051197,60,37.438386108921364
22,49,22,28.23494706,61.5620517,3.71105919,72.66666443,60,41.51804306544387
9,51,19,27.04453473,49.32609633,5.49091063,48.25207759,60,41.97619952010607
28,48,15,25.16125354,55.25435777,9.254089438,40.89732789,60,38.26602757434895
26,50,19,27.3179125,51.66921088,6.005242945,32.55919573,60,34.132887332462474
36,56,20,25.4123765,49.66474269,7.437078236,31.87416982,60,33.91039769744276
8,60,18,31.21629982,46.01868196,3.808429173,53.1205277,60,41.867064912338066
24,37,21,30.573999,58.22686794,5.818219385,62.74803826,60,41.29626884451701
22,43,24,25.42517036,53.22082660000001,4.52363558,46.19374559,60,36.16207481294074
36,43,24,27.09400578,43.65305437,3.510404312,41.53749535,60,40.23716721481729
22,44,24,24.30935081,56.32938343,6.030447288,58.99536268,60,38.63311188648034
17,43,22,30.06142622,45.90067655,5.498340807999999,41.0550915,60,43.534016921314524
8,45,15,28.09568993,60.98353839999999,4.61136408,33.84110759,60,35.588477396801004
7,56,23,26.33908791,40.00933429,5.545219232000001,55.50429227,60,44.98190378618469
36,57,16,28.61409059,57.14218792,8.292875733999999,57.02891698,60,30.894297247782156
11,45,19,28.70012137,44.359648,3.828031463,44.11622138,60,34.924890092368265
6,36,22,24.21610338,59.79236306,8.869532817,42.24783476,60,44.64821746014536
17,57,20,28.50677929,45.20094476,3.793575185,66.1761456,60,33.46634342248569
4,47,20,25.97948991,64.95585424,4.193189124,72.19245835,60,38.46552025144415
9,49,16,30.88482722,41.36561835,7.661537347999999,55.053805,60,34.524254511669035
25,51,24,25.5042419,61.66852372,9.392694614,65.07981523,60,42.757536593794256
36,44,21,25.12528913,51.33189406,4.516154055,38.48678973,60,44.00478974503897
21,38,20,27.10508014,63.56791363,5.794289715,62.20279647,60,30.128942109459548
37,57,20,31.1006247,44.82069159,7.354286985,70.79934452,60,39.649677887926586
32,48,18,26.45707778,56.40226277,5.993513566,64.16167699,60,31.44166651447443
29,44,20,30.04132304,63.56222995,8.620107545,31.83192392,60,33.54775274751712
25,51,18,27.77799528,54.82130787,9.45949344,50.28438729,60,36.19996179856773
10,44,24,30.99256944,43.02151392,8.0344125,58.27600682,60,44.437907145738464
23,35,18,26.4908332,47.36534833,5.414492777,36.99362831,60,42.606394965021394
9,60,23,31.96987867,57.17377029,6.2760043360000015,64.25520357,60,31.074609922285426
3,58,21,25.36140526,46.82652785,9.160691747,55.60523179,60,36.411296784190675
22,42,22,25.54249137,56.96640758,7.887658711,48.46797044,60,31.959840773705977
12,39,21,28.99319096,62.85948245,8.183844843,70.4713043,60,41.90853529229159
39,36,22,29.34317422,60.50320928,9.072011412,34.03335472,60,42.620123701250236
32,41,16,28.63618921,61.39451307,7.702287236,68.54877876,60,39.040581088900424
30,41,15,24.83206631,44.17085032,5.88509677,52.0810886,60,36.42370633928054
19,36,22,25.44689075,58.55363573,6.16496284,57.04826619,60,42.46709679942588
4,46,15,31.01274943,62.40392519,3.504752314,63.77192383,60,35.13790563083254
21,39,20,27.06179658,52.3003173,7.388007482999999,60.74583498,60,34.69691247442415
35,57,25,27.0956288,42.26206161,8.340398059,71.12710390000002,60,44.39022295932102
22,55,24,28.56800579,57.30636014,8.66077954,64.53027638,60,34.516944693859344
35,51,17,28.79929247,49.84213387,3.558822825,40.85534718,60,36.40840266073099
17,56,17,27.94293692,45.41393636,5.9565851,69.66289997,60,37.78475946563824
28,57,17,30.47757686,61.58245338,9.416003106,61.86633917,60,34.93772244803508
22,36,16,30.58139475,50.77148138,8.18422855,64.58559639,60,37.76520624598999
11,41,19,26.85911286,41.81420849,5.131779302,44.13827124,60,44.90440379646314
38,38,18,26.31051759,61.18749126,6.294130312999999,35.73403813,60,36.70508643073041
23,37,24,28.77833449,44.2252605,7.991902443,33.95825723,60,33.474400025014
25,35,20,28.90245417,43.35365671,8.923095695,71.90018566,60,44.43997463258211
40,45,20,29.37687468,57.69622912,6.878498176,38.34303462,60,40.68819364236555
23,58,19,24.17093241,58.25204566,5.243634848999999,59.18953429,60,35.952793058279276
2,56,23,26.65333029,59.79023382,7.550090941,36.91852635,60,42.05370603028405
3,56,17,28.19912143,53.50567601,8.709291687999999,52.13580529,60,44.738676538336016
26,51,25,28.76488954,52.62741529,7.792508067999999,55.21606732,60,35.54604374299396
39,42,20,29.3499706,61.25353851,8.055908857999999,40.82840673,60,39.95402940975532
27,59,20,28.00937423,52.60950014,4.397698806,36.01203025,60,35.94972710978641
24,45,19,26.85851927,48.8246387,5.9523849570000005,34.7426459,60,33.780026587419435
7,40,17,31.2123945,40.92604945,8.532078732999999,53.78769958,60,33.889131162633454
15,45,23,24.20422636,61.43378674,7.224193642,46.0203959,60,37.11606477256436
26,52,23,29.98835437,49.60384796,4.931890506,52.92929636,60,42.83451216538357
20,45,16,29.93964907,54.61813464,4.626212446,45.43669946,60,44.05776746646203
34,54,24,31.2119298,41.55934359,5.026003659,68.80141783,60,38.82790468060362
19,51,25,26.80474415,48.23991436,3.5253661,43.87801983,60,44.417605446293265
29,41,21,31.49398069,62.84916863,8.86979671,64.56807592,60,37.44203145780302
20,50,22,30.99694676,46.42693735,9.406887533,38.31597852,60,41.85675203006672
11,40,23,29.61253065,63.04749127,5.80428611,50.1978269,60,42.79118904674042
15,54,15,29.97604322,57.03184356,8.35495812,44.86052932,60,40.22148127908851
35,55,22,30.88883074,52.62696801,8.634929739,55.51932414,60,39.87974507203406
9,59,25,30.39321309,60.16299493,7.699200949,35.37493212,60,30.966843075833083
40,45,18,30.43683729,55.20522037,5.261285926,30.92014047,60,38.148762560488734
35,38,19,25.32688786,63.18180319,9.112771682,32.71129281,60,41.64753471605499
14,58,17,30.53684308,59.96664731,4.605700542,33.48919022,60,34.85109179091201
40,55,18,30.38257873,40.5926071,7.115994051,47.95406479,60,41.19267536275732
18,36,23,24.01825377,53.76623369,7.214078621,35.03404425,60,39.64441116844948
35,52,15,28.69841277,61.14754363,9.93509073,65.67591794,60,36.35978530794146
4,59,22,29.33743412,49.00323081,8.914074888,42.44054315,60,44.62888650868876
22,51,16,27.96583691,61.34900107,8.639586199,70.10472076,60,33.752400841213976
33,47,17,24.86803974,48.27531965,8.621514073,63.9187654,60,44.75366749339967
2,51,17,25.87682261,45.96341933,5.838508699,38.53254678,60,31.482665704327623
16,51,21,31.01963639,49.97675220000001,3.532008668,32.81296548,60,33.22513154035861
19,55,20,27.43329405,87.80507732,7.18530147,54.73367631,70,44.08290850957158
8,54,20,28.3340432,80.77275974,7.034214276,38.7976407,70,37.841614038955804
36,55,20,27.01470397,84.34262707,6.635968697999999,55.296354,70,37.616288431564655
10,56,16,28.17432665,81.04554836,6.828187498999998,36.35720652,70,35.400701405797825
22,56,17,29.87888063,87.32761241,6.89077995,44.75215854,70,37.65468534079316
9,57,24,29.89232778,89.71503316,7.165121108999998,42.99498978,70,32.394977700360556
34,59,23,28.56212158,83.24855855,6.935804256,56.48265193,70,34.376105149956615
31,51,25,27.53592929,85.57019009999998,7.196774236,53.01899249,70,43.573083891399726
0,49,18,29.68361658,87.93598094,6.990095452,41.82490236,70,41.71114023846704
21,39,20,28.14448546,82.1193047,7.064782137999999,46.75690086,70,33.30204449290389
28,35,22,29.53037621,86.73346018,7.156563094,59.87232071,70,30.3064208458578
17,52,17,27.88352946,86.45147631,6.364967184,44.64407105,70,43.58550235560543
24,42,23,28.22471276,82.35916228,6.428054409,44.01206619,70,34.56281034843655
28,46,16,29.008124,84.96089355,6.664187809,45.91011391,70,41.30789798175655
21,38,21,29.75538903,86.45193297,6.637677489,37.54602719,70,44.975824958595126
34,60,25,29.78416743,85.16906976,6.79385576,40.77872823,70,37.70979734322594
19,53,22,27.8640132,80.4513142,6.852884642999999,42.83053902,70,36.94873032273374
31,58,15,27.11026483,84.96771717,7.121571293,51.52617423,70,30.314208347724488
19,35,24,27.11030369,83.64274107,6.883308033,49.11964582,70,43.5600135239391
24,53,17,28.95451232,89.07866095,6.421271178,57.65901369,70,43.36323982829139
13,47,20,29.21780035,87.93724219,6.54450214,43.1386631,70,33.4495740274407
31,53,16,28.7420098,85.81675947,6.452006451,48.54598575,70,41.79828450816048
28,45,23,29.65021184,80.29868321,6.489259136,56.76278363,70,39.08169998583399
31,37,21,27.23924995,86.404241,6.713410626,37.31236904,70,36.704496441191196
33,60,15,28.95172351,81.67085323,6.510840928,56.51103293,70,37.808087997654454
34,45,21,28.18837136,82.60629652,6.2873801170000005,37.01110438,70,37.892900428935604
13,57,25,28.30041493,86.20681554,6.86308576,50.47333854,70,43.40231334662442
33,57,17,27.89636126,88.71782287,6.78415271,57.79863368,70,35.12214267703188
32,57,22,28.6899851,87.50436797,6.769415887999999,44.56598352,70,34.601828986419
23,59,25,27.826262300000003,88.73100226,6.320768488,56.68833819,70,44.32512264436419
35,41,18,28.70562673,81.59200689,6.705008503999999,59.87065439,70,41.34631365314165
6,48,24,28.6362812,84.61431076,6.790736339,48.48319335,70,40.572664063051775
29,36,25,28.28511547,88.4393979,7.130278657000001,48.56690235,70,31.979172207886137
4,36,22,27.60887393,86.13316408,7.012740397000001,43.80041104,70,37.85108619515059
10,59,22,28.60901145,86.99495766,7.1556850160000005,36.94616965,70,31.223896124878717
14,48,21,29.24598976,84.80084105,6.991242362,53.43228915,70,36.294880596170344
8,50,21,28.62911222,89.11480590000002,6.218923893,50.49913241,70,32.59233333849372
20,40,15,29.57329479,88.07505524,7.199495367999999,45.04467075,70,35.43080367737788
36,43,22,27.82684262,87.16679147,6.3898821660000005,58.37249772,70,37.51328760898552
14,57,15,29.8757015,83.14796296,6.623438282,40.12044158,70,30.30418066351487
11,60,23,27.33684386,88.50229102,7.033012777000001,51.09802625,70,37.399556725447326
10,59,15,29.83040388,89.30428305,6.32400451,58.86687093,70,40.89624456594584
7,60,25,28.2753171,82.76020821,6.397636709,56.04995423,70,37.43598672893397
2,47,15,29.86860065,85.99127934,6.401455706,58.41394143,70,42.44161874261073
20,45,22,29.5888162,89.9939693,6.904587016,54.96121262,70,40.02347155209017
2,39,15,28.07219563,82.9116472,6.478557136,49.61865305,70,34.59369985312114
27,40,24,27.84026517,89.99615558,7.063022095,52.84626009,70,36.700981300309216
35,48,15,27.10818093,87.45126690000002,6.981758362000001,55.03723979,70,35.59601181132044
4,59,25,27.68515114,81.94268594,6.227134139,54.62243308,70,42.06366847796673
1,48,24,29.34594634,85.60472562,6.232836962,59.03629954,70,34.69053882948498
36,43,21,28.36319404,84.8593608,7.140437859,52.93031105,70,37.88775440796208
11,46,24,27.65280218,89.80650642,6.459252023,56.52558045,70,33.42869735106089
34,47,19,27.31372793,85.44815232,6.568795403999999,53.15223123,70,30.090475867369133
21,44,18,27.06909959,86.89934108,7.12851089,50.46746116,70,43.0860788206438
17,58,20,28.06642822,85.91625451,6.42937879,39.23831035,70,40.94129458859548
25,40,21,27.73329078,81.13903037,6.248900919,44.17580911,70,42.43367695273963
2,38,18,27.53632932,89.92908171,6.619891497999999,45.48591922,70,43.657967718732365
9,48,20,29.66461594,84.28187572,6.377568542000001,56.09542002,70,33.67861971905956
37,49,25,29.914544300000006,85.85384444,6.415459592,41.39081525,70,38.69175513853331
36,38,15,28.36363858,87.59810657,6.3206620120000006,57.99524359,70,32.59275596726246
40,58,15,29.46416042,87.60890009,6.978400282000001,43.15411472,70,31.330673011007452
30,44,16,29.73013036,82.89166381,6.442335592999999,50.91511275,70,31.009223171316183
1,59,23,27.46852989,87.17649,7.184398832,43.78420984,70,32.67135207821572
9,48,22,27.77076285,87.09979549,6.402926221,49.50812624,70,41.530428921518705
14,41,17,29.12939524,88.48312598,7.085982325,36.45012824,70,43.24625358958707
35,52,19,27.10606808,89.89593328,6.698574085,37.45680611,70,35.854679380497124
31,48,17,28.88078945,86.94206817,6.594739424,53.79732545,70,40.99682766251536
4,41,20,28.14720892,83.8001509,6.647965508,37.44800463,70,36.71155741941847
30,37,25,29.89129144,80.14487166,7.120032489,54.7960127,70,33.510171753436914
9,35,20,27.41503453,80.98004661,6.91380932,40.53173216,70,32.76756071650063
20,41,20,29.27308605,89.4875022,7.073048264,50.9246554,70,40.090471549733685
37,50,23,29.65296893,88.48587386,6.5304707,56.01913159,70,41.5358805971278
34,35,21,28.44524991,82.67639542,6.684381357,58.18713162,70,42.14021348571773
14,37,15,27.96235681,83.97586797,6.581351374,48.9366954,70,42.47471888625972
23,39,22,29.25649321,81.97952224,6.86483915,42.02483277,70,31.45856469332797
5,45,21,28.36291385,88.00989267,6.487124217000001,43.05130077,70,39.770957627034676
22,37,20,27.62749466,86.49366929,6.605733067999999,39.26137642,70,44.47767129704107
40,51,17,28.66086349,86.12194568,6.860602782000001,50.01534317,70,44.69185987395855
27,56,20,29.2114218,87.11497805,6.41874299,51.53848218,70,40.2549015397895
31,40,22,29.40889385,86.16063492,6.365513634,53.35486977,70,43.02631593786912
38,36,21,28.02952623,84.8845732,6.5563729660000005,36.12042927,70,41.26295553733676
6,37,17,28.08657178,80.35005927,6.760694227999999,38.14476781,70,42.0921539590067
6,47,18,29.16174608,80.28038146,6.715276662999999,40.16545979,70,36.325388010908874
24,44,17,29.8596912,80.03499648,6.666380512000001,50.66487502,70,34.213687230537225
25,59,19,29.06631494,83.6869203,6.626629798,43.95183726,70,33.55647789107895
